participant,learningDirection,startingPoint,imaginedDirection,condition,trialType,trialOrder,trialNumber,facingObject,facingObjectLocation,targetObject,targetObjectLocation,latency,horizontalCorrectAngle,horizontalResponseAngle,horizontalError,horizontalAbsError,verticalCorrectAngle,verticalResponseAngle,verticalError,verticalAbsError
1,0,1,90,1,Misaligned,0,25,soccerball,Bottom,book,Top,0.006225586,-135,26.19991,161.1999,161.1999,41.18461,0,-41.18461,41.18461
1,0,1,90,1,Misaligned,0,26,lamp,Bottom,soccerball,Bottom,0.01031494,90,26.19991,-63.80008,63.80008,1.583244,0,-1.583244,1.583244
1,0,1,90,1,Misaligned,0,27,lamp,Bottom,drink bottle,Top,0.003868103,45,26.19991,-18.80008,18.80008,41.19628,0,-41.19628,41.19628
1,0,1,90,1,Misaligned,0,28,dumbbell,Bottom,plant,Bottom,0.001335144,-90,26.19991,116.1999,116.1999,-1.318787,0,1.318787,1.318787
1,0,1,90,1,Misaligned,0,29,soccerball,Bottom,dumbbell,Bottom,0.002258301,180,26.19991,-153.8001,153.8001,0.6912766,0,-0.6912766,0.6912766
1,0,1,90,1,Misaligned,0,30,plant,Bottom,apple,Top,0.003433228,-45,26.19991,71.19991,71.19991,41.06187,0,-41.06187,41.06187
1,0,1,90,1,Misaligned,0,31,dumbbell,Bottom,drink bottle,Top,3.814697E-05,135,26.19991,-108.8001,108.8001,41.19628,0,-41.19628,41.19628
1,0,1,90,1,Misaligned,0,32,apple,Top,book,Top,11.63729,-180,26.19991,-153.8001,153.8001,-1.468376,-1.525879E-05,1.468361,1.468361
1,0,1,90,1,Semi_Misaligned,0,33,book,Top,fan,Top,1.987549,-90,26.19991,116.1999,116.1999,-1.49926,-1.525879E-05,1.499245,1.499245
1,0,1,90,1,Misaligned,0,34,drink bottle,Top,soccerball,Bottom,3.550835,45,26.19991,-18.80008,18.80008,-40.99789,-1.525879E-05,40.99788,40.99788
1,0,1,90,1,Semi_Misaligned,0,35,book,Top,soccerball,Bottom,1.775291,135,26.19991,-108.8001,108.8001,-40.99789,-1.525879E-05,40.99788,40.99788
1,0,1,90,1,Misaligned,0,36,drink bottle,Top,apple,Top,3.496773,90,26.19991,-63.80008,63.80008,-1.684509,-1.525879E-05,1.684494,1.684494
1,0,1,90,1,Misaligned,0,37,apple,Top,lamp,Bottom,5.304688,-135,26.19991,161.1999,161.1999,-42.62154,-1.525879E-05,42.62152,42.62152
1,0,1,90,1,Semi_Misaligned,0,38,book,Top,dumbbell,Bottom,1.889771,-45,26.19991,71.19991,71.19991,-41.50229,-1.525879E-05,41.50227,41.50227
1,0,1,90,1,Misaligned,0,39,drink bottle,Top,fan,Top,2.876106,-180,26.19991,-153.8001,153.8001,-1.49926,-1.525879E-05,1.499245,1.499245
1,0,1,90,1,Semi_Misaligned,0,40,book,Top,drink bottle,Top,2.154762,90,26.19991,-63.80008,63.80008,-1.447792,-1.525879E-05,1.447777,1.447777
1,0,1,90,1,Semi_Misaligned,0,41,book,Top,apple,Top,2.988426,180,26.19991,-153.8001,153.8001,-1.684509,-1.525879E-05,1.684494,1.684494
1,0,1,90,1,Misaligned,0,42,apple,Top,plant,Bottom,2.581802,45,26.19991,-18.80008,18.80008,-42.61043,-1.525879E-05,42.61041,42.61041
1,0,1,90,1,Misaligned,0,43,apple,Top,drink bottle,Top,6.964111,-90,26.19991,116.1999,116.1999,-1.447792,-1.525879E-05,1.447777,1.447777
1,0,1,90,1,Misaligned,0,44,drink bottle,Top,dumbbell,Bottom,4.78772,-135,26.19991,161.1999,161.1999,-41.50229,-1.525879E-05,41.50227,41.50227
1,0,1,90,1,Semi_Misaligned,0,45,book,Top,plant,Bottom,8.081848,-135,26.19991,161.1999,161.1999,-42.61043,-1.525879E-05,42.61041,42.61041
1,0,1,90,1,Semi_Misaligned,0,46,book,Top,lamp,Bottom,2.098831,45,26.19991,-18.80008,18.80008,-42.62154,-1.525879E-05,42.62152,42.62152
5,0,1,225,0,Semi_Aligned,0,1,phone,Top,television,Bottom,5.058319,-135,58.9999,-166.0001,166.0001,-42.7123,-5.400894,37.3114,37.3114
5,0,1,225,0,Semi_Aligned,0,2,phone,Top,hamburger,Bottom,0.003585815,-45,59.79993,104.7999,104.7999,-42.76785,-3.800865,38.96699,38.96699
5,0,1,225,0,Semi_Aligned,0,3,toy car,Top,globe,Top,4.701508,-89.80371,-34.79998,55.00373,55.00373,-1.411049,-25.60093,-24.18988,24.18988
5,0,1,225,0,Semi_Aligned,0,4,french fries,Top,toilet brush,Bottom,4.07901,45,43.20014,-1.799866,1.799866,-42.7401,-3.400864,39.33923,39.33923
5,0,1,225,0,Aligned,0,5,globe,Top,toilet brush,Bottom,6.700012,-45,-0.199792,44.80021,44.80021,-42.7401,-2.600952,40.13914,40.13914
5,0,1,225,0,Aligned,0,6,globe,Top,toy car,Top,2.204575,89.80371,-0.199792,-90.00351,90.00351,-1.476089,-2.600952,-1.124863,1.124863
5,0,1,225,0,Aligned,0,7,globe,Top,phone,Top,3.868179,180,2.999766,-177.0002,177.0002,-1.411049,-1.000923,0.4101257,0.4101257
5,0,1,225,0,Aligned,0,8,globe,Top,pan,Bottom,8.023956,-139.8997,-28.80015,111.0995,111.0995,-41.20851,-48.00143,-6.792923,6.792923
